"","X","title","main_speaker","new_views","published_date","description","speaker_occupation","num_speaker","duration","comments","tags","languages","url","funny","courageous","confusing","beautiful","unconvincing","longwinded","informative","inspiring","fascinating","ingenious","persuasive","jawdrop","obnoxious","OK","top_rating","bottom_rating"
"2005",2005,"A prediction for the future of Iran","Bruce Bueno de Mesquita",612529.5172,"07-04-2009","Bruce Bueno de Mesquita uses mathematical analysis to predict (very often correctly) such messy human events as war, political power shifts, Intifada ... After a crisp explanation of how he does it, he offers three predictions on the future of Iran.","Political scientist",1,1145,252,"['global issues', 'math', 'prediction', 'technology', 'war']",21,"https://www.ted.com/talks/bruce_bueno_de_mesquita_predicts_iran_s_future
",57,151,211,209,168,279,49,72,109,85,54,67,38,0,"longwinded","OK"
"2006",2006,"Building a park in the sky","Robert Hammond",612328.9496,"30-06-2011","New York was planning to tear down the High Line, an abandoned elevated railroad in Manhattan, when Robert Hammond and a few friends suggested: Why not make it a park? He shares how it happened in this tale of local cultural activism.","Friend of the High Line",1,341,92,"['activism', 'architecture', 'cities', 'culture', 'public spaces']",36,"https://www.ted.com/talks/robert_hammond_building_a_park_in_the_sky
",199,491,6685,266,120,50,48,5,92,28,29,7,2,1,"confusing","OK"
"2007",2007,"A global culture to fight extremism","Maajid Nawaz",612325.1559,"14-07-2011","Why do transnational extremist organizations succeed where democratic movements have a harder time taking hold? Maajid Nawaz, a former Islamist extremist, asks for new grassroots stories and global social activism to spread democracy in the face of nationalism and xenophobia.","Anti-extremism activist",1,1073,264,"['culture', 'democracy', 'global issues', 'politics']",29,"https://www.ted.com/talks/maajid_nawaz_a_global_culture_to_fight_extremism
",57,21,135,42,42,208,253,281,266,33,5,21,25,8,"inspiring","persuasive"
"2008",2008,"The future of business is the ""mesh""","Lisa Gansky",612233.6982,"18-02-2011","Lisa Gansky, author of ""The Mesh,"" talks about a future of business that's about sharing all kinds of stuff, either via smart and tech-enabled rental or, more boldly, peer-to-peer. Examples across industries -- from music to cars -- show how close we are to this meshy future.","Entrepreneur",1,887,76,"['business', 'technology']",26,"https://www.ted.com/talks/lisa_gansky_the_future_of_business_is_the_mesh
",10,138,200,62,37,18,37,68,50,44,7,7,13,8,"confusing","persuasive"
"2009",2009,"My green agenda for architecture","Norman Foster",611856.8788,"24-03-2008","Architect Norman Foster discusses his own work to show how computers can help architects design buildings that are green, beautiful and ""basically pollution-free."" From the 2007 DLD Conference, Munich; www.dld-conference.com","Architect",1,1917,67,"['architecture', 'cities', 'green']",23,"https://www.ted.com/talks/norman_foster_s_green_agenda
",193,181,122,119,96,37,22,58,30,11,61,16,25,19,"funny","ingenious"
"2010",2010,"Human-centered design","David Kelley",610686.211,"15-05-2007","IDEO's David Kelley says that product design has become much less about the hardware and more about the user experience. He shows video of this new, broader approach, including footage from the Prada store in New York.","Designer, educator",1,1020,32,"['collaboration', 'creativity', 'culture', 'design', 'museums', 'philanthropy', 'science and art', 'water']",19,"https://www.ted.com/talks/david_kelley_on_human_centered_design
",50,73,43,25,7,113,144,29,84,50,10,11,7,13,"informative","unconvincing"
"2011",2011,"Making a car for blind drivers","Dennis Hong",610450.7502,"31-05-2011","Using robotics, laser rangefinders, GPS and smart feedback tools, Dennis Hong is building a car for drivers who are blind. It's not a ""self-driving"" car, he's careful to note, but a car in which a non-sighted driver can determine speed, proximity and route -- and drive independently.","Roboticist ",1,548,169,"['Blindness', 'Senses', 'design', 'sight', 'technology', 'transportation']",32,"https://www.ted.com/talks/dennis_hong_making_a_car_for_blind_drivers
",62,166,275,363,86,44,187,23,82,13,5,14,6,1,"beautiful","OK"
"2012",2012,"Let's revive the Golden Rule","Karen Armstrong",609982.3049,"29-09-2009","Weeks from the Charter for Compassion launch, Karen Armstrong looks at religion's role in the 21st century: Will its dogmas divide us? Or will it unite us for common good? She reviews the catalysts that can drive the world's faiths to rediscover the Golden Rule.","Religious scholar",1,594,311,"['God', 'TED Prize', 'global issues', 'politics', 'religion', 'violence']",30,"https://www.ted.com/talks/karen_armstrong_let_s_revive_the_golden_rule
",46,95,141,95,431,144,206,71,163,55,13,14,15,4,"unconvincing","OK"
"2013",2013,"9 life lessons from rock climbing","Matthew Childs",609039.0361,"17-04-2009","In this talk from TED University 2009, veteran rock climber Matthew Childs shares nine pointers for rock climbing. These handy tips bear on an effective life at sea level, too.","Marketer, rock climber",1,288,55,"['adventure', 'entertainment', 'environment', 'nature']",33,"https://www.ted.com/talks/matthew_childs_9_rules_of_rock_climbing
",111,70,188,44,43,24,38,28,16,15,27,5,4,0,"confusing","OK"
"2014",2014,"Medical miracle on Everest","Ken Kamler",606033.2654,"18-03-2010","The second deadliest day in the history of Mount Everest climbs happened in 1996 -- and Ken Kamler was the only doctor on the mountain that day. He shares the incredible story of the climbers' battle to save lives in extreme conditions, and uses brain imaging technology to map the medical miracle of one man who survived roughly 36 hours buried in the snow.","Adventure physician ",1,1249,104,"['adventure', 'biology', 'exploration', 'humanity', 'medicine', 'science', 'weather']",24,"https://www.ted.com/talks/ken_kamler_medical_miracle_on_everest
",180,137,45,57,136,29,35,32,8,9,5,6,139,0,"funny","OK"
"2015",2015,"Making matter come alive","Lee Cronin",606000.0563,"09-09-2011","Before life existed on Earth, there was just matter, inorganic dead ""stuff."" How improbable is it that life arose? And -- could it use a different type of chemistry? Using an elegant definition of life (anything that can evolve), chemist Lee Cronin is exploring this question by attempting to create a fully inorganic cell using a ""Lego kit"" of inorganic molecules -- no carbon -- that can assemble, replicate and compete.","Chemist",1,911,245,"['biology', 'life', 'nanoscale', 'science']",29,"https://www.ted.com/talks/lee_cronin_making_matter_come_alive
",172,100,156,84,298,196,80,42,106,64,19,58,29,4,"unconvincing","OK"
"2016",2016,"The arts festival revolution","David Binder",605853.5317,"17-11-2012","David Binder is a major Broadway producer, but last summer he found himself in a small Australian neighborhood, watching locals dance and perform on their lawns -- and loving it. He shows us the new face of arts festivals, which break the boundary between audience and performer and help cities express themselves.","Theater producer",1,546,41,"['community', 'performance art', 'theater']",27,"https://www.ted.com/talks/david_binder_the_arts_festival_revolution
",17,12,96,45,28,29,13,7,47,11,7,2,7,0,"confusing","OK"
"2017",2017,"The new open-source economics","Yochai Benkler",604968.4668,"16-04-2008","Yochai Benkler explains how collaborative projects like Wikipedia and Linux represent the next stage of human organization.","Legal expert",1,1072,92,"['Google', 'business', 'collaboration', 'economics', 'law', 'social change', 'technology', 'wikipedia']",24,"https://www.ted.com/talks/yochai_benkler_on_the_new_open_source_economics
",285,555,268,258,29,24,93,35,105,69,27,40,3,7,"courageous","obnoxious"
"2018",2018,"Surprising stats about child carseats","Steven Levitt",604709.3185,"24-06-2008","Steven Levitt shares data that shows car seats are no more effective than seatbelts in protecting kids from dying in cars. However, during the question and answer session, he makes one crucial caveat.","Economist",1,1138,119,"['business', 'cars', 'culture', 'economics', 'parenting', 'statistics', 'transportation']",25,"https://www.ted.com/talks/steven_levitt_on_child_carseats
",66,112,208,307,86,23,16,11,64,80,24,57,27,7,"beautiful","OK"
"2019",2019,"3 stories of local eco-entrepreneurship","Majora Carter",603441.4655,"23-12-2010","The future of green is local. Majora Carter tells three inspiring stories of people who are saving their own communities while saving the planet.","Activist for environmental justice",1,1079,68,"['TEDx', 'business', 'cities', 'community', 'economics', 'green']",23,"https://www.ted.com/talks/majora_carter_3_stories_of_local_ecoactivism
",107,303,21,114,59,46,43,10,47,6,7,28,21,3,"courageous","OK"
"2020",2020,"Building a theater that remakes itself","Joshua Prince-Ramus",602498.8364,"26-01-2010","Can architects re-engineer their design process? Joshua Prince-Ramus shows how the results can be spectacular. He walks us through his fantastic re-creation of the Wyly Theater as a giant ""theatrical machine"" that reconfigures itself at the touch of a button.","Architect",1,1122,37,"['TEDx', 'architecture', 'creativity', 'design', 'theater']",22,"https://www.ted.com/talks/joshua_prince_ramus_building_a_theater_that_remakes_itself
",22,31,176,105,32,113,45,52,43,12,10,15,17,1,"confusing","OK"
"2021",2021,"Don't take consciousness for granted","Simon Lewis",601079.6718,"07-07-2011","After a catastrophic car accident that left him in a coma, Simon Lewis found ways to recover -- physically and mentally -- beyond all expectations. At the INK Conference he tells how this remarkable story led him to concern over all threats to consciousness, and how to overcome them.","Author, producer",1,1337,216,"['consciousness', 'medicine', 'technology']",22,"https://www.ted.com/talks/simon_lewis_don_t_take_consciousness_for_granted
",284,167,150,220,160,36,36,30,49,48,8,21,21,0,"funny","OK"
"2022",2022,"Cool tricks your phone can do","David Pogue",600431.8469,"25-03-2009","In this engaging talk from the EG'08 conference, New York Times tech columnist David Pogue rounds up some handy cell phone tools and services that can boost your productivity and lower your bills (and your blood pressure).","Technology columnist",1,1623,91,"['culture', 'technology']",20,"https://www.ted.com/talks/david_pogue_on_cool_phone_tricks
",571,463,182,204,63,34,100,103,94,60,27,55,21,22,"funny","obnoxious"
"2023",2023,"The art of the interview","Marc Pachter",600061.1341,"09-12-2009","Marc Pachter has conducted live interviews with some of the most intriguing characters in recent American history as part of a remarkable series created for the Smithsonian's National Portrait Gallery. He reveals the secret to a great interview and shares extraordinary stories of talking with Steve Martin, Clare Booth Luce and more.","Cultural Historian",1,1254,56,"['art', 'history', 'performance', 'personal growth']",23,"https://www.ted.com/talks/marc_pachter_the_art_of_the_interview
",116,45,31,88,180,135,17,74,72,13,21,29,5,18,"unconvincing","obnoxious"
"2024",2024,"Reconnecting with compassion","Krista Tippett",598200.3468,"15-02-2011","The term ""compassion"" -- typically reserved for the saintly or the sappy -- has fallen out of touch with reality. At a special TEDPrize@UN, journalist Krista Tippett deconstructs the meaning of compassion through several moving stories, and proposes a new, more attainable definition for the word.","Journalist",1,953,84,"['charter for compassion', 'compassion', 'faith', 'religion', 'science']",25,"https://www.ted.com/talks/krista_tippett_reconnecting_with_compassion
",320,175,124,40,47,16,41,47,84,13,38,10,11,0,"funny","OK"
"2025",2025,"The wireless future of medicine","Eric Topol",597913.9331,"23-02-2010","Eric Topol says we'll soon use our smartphones to monitor our vital signs and chronic conditions. At TEDMED, he highlights several of the most important wireless devices in medicine's future -- all helping to keep more of us out of hospital beds.","Cardiologist and geneticist ",1,1018,110,"['TEDMED', 'disease', 'health', 'health care', 'medicine', 'technology']",23,"https://www.ted.com/talks/eric_topol_the_wireless_future_of_medicine
",228,250,87,139,113,12,33,80,5,16,14,12,7,2,"courageous","OK"
"2026",2026,"The Web as random acts of kindness","Jonathan Zittrain",597217.2814,"21-09-2009","Feeling like the world is becoming less friendly? Social theorist Jonathan Zittrain begs to differ. The Internet, he suggests, is made up of millions of disinterested acts of kindness, curiosity and trust.","Net watchdog",1,1191,96,"['Internet', 'culture', 'law', 'technology', 'web', 'wikipedia']",24,"https://www.ted.com/talks/jonathan_zittrain_the_web_is_a_random_act_of_kindness
",22,237,364,156,251,68,12,9,64,30,47,16,40,434,"OK","inspiring"
"2027",2027,"Suspended animation is within our grasp","Mark Roth",596776.1315,"15-03-2010","Mark Roth studies suspended animation: the art of shutting down life processes and then starting them up again. It's wild stuff, but it's not science fiction. Induced by careful use of an otherwise toxic gas, suspended animation can potentially help trauma and heart attack victims survive long enough to be treated.","Biochemist, cell biologist",1,1093,101,"['biology', 'fish', 'health care', 'science', 'war']",20,"https://www.ted.com/talks/mark_roth_suspended_animation
",52,300,399,517,126,165,69,18,27,17,9,16,10,6,"beautiful","OK"
"2028",2028,"New ways to see music (with color! and fire!)","Jared Ficklin",596343.5423,"14-07-2012","Designer Jared Ficklin creates wild visualizations that let us see music, using color and even fire (a first for the TED stage) to analyze how sound makes us feel. He takes a brief digression to analyze the sound of a skatepark -- and how audio can clue us in to developing creativity.","Visualizer",1,600,48,"['creativity', 'music', 'visualizations']",27,"https://www.ted.com/talks/jared_ficklin_new_ways_to_see_music_with_color_and_fire
",12,133,28,52,41,32,45,71,16,4,16,8,5,1,"courageous","OK"
"2029",2029,"A philosophical quest for our biggest problems","Nick Bostrom",595130.0923,"05-04-2007","Oxford philosopher and transhumanist Nick Bostrom examines the future of humankind and asks whether we might alter the fundamental nature of humanity to solve our most intrinsic problems.","Philosopher",1,1012,131,"['biotech', 'culture', 'future', 'global issues', 'happiness', 'philosophy', 'technology']",24,"https://www.ted.com/talks/nick_bostrom_on_our_biggest_problems
",78,66,173,273,88,151,108,119,15,20,108,47,66,19,"beautiful","fascinating"
"2030",2030,"Design is in the details","Paul Bennett",594869.3251,"05-04-2007","Showing a series of inspiring, unusual and playful products, British branding and design guru Paul Bennett explains that design doesn't have to be about grand gestures, but can solve small, universal and overlooked problems.","Designer; creative director, Ideo",1,850,27,"['business', 'design', 'industrial design', 'product design']",24,"https://www.ted.com/talks/paul_bennett_finds_design_in_the_details
",130,33,12,31,11,199,276,14,98,54,9,56,19,1,"informative","OK"
"2031",2031,"Why global jihad is losing","Bobby Ghosh",594171.9037,"04-12-2012","Throughout the history of Islam, says journalist Bobby Ghosh, there have been two sides to jihad: one, internal, a personal struggle to be better, the other external. A small minority has appropriated the second meaning, using it as an excuse for deadly global violence against ""the West."" Ghosh suggests it's time to reclaim the word.","Editor",1,991,238,"['Egypt', 'TEDx', 'culture', 'faith', 'global issues', 'politics', 'religion', 'terrorism', 'war']",23,"https://www.ted.com/talks/bobby_ghosh_why_global_jihad_is_losing
",26,275,74,80,134,9,12,24,12,126,79,22,6,0,"courageous","OK"
"2032",2032,"Making sense of maps","Aris Venetikidis",592565.4383,"29-09-2012","Aris Venetikidis is fascinated by the maps we draw in our minds as we move around a city -- less like street maps, more like schematics or wiring diagrams, abstract images of relationships between places. How can we learn from these mental maps to make better real ones? As a test case, he remakes the notorious Dublin bus map.","Mapmaker",1,996,40,"['TEDx', 'brain', 'design', 'interface design', 'map', 'transportation']",26,"https://www.ted.com/talks/aris_venetikidis_making_sense_of_maps
",86,75,40,18,150,26,33,39,4,55,6,6,6,13,"unconvincing","fascinating"
"2033",2033,"Memes and ""temes""","Susan Blackmore",592281.171,"03-06-2008","Susan Blackmore studies memes: ideas that replicate themselves from brain to brain like a virus. She makes a bold new argument: Humanity has spawned a new kind of meme, the teme, which spreads itself via technology -- and invents ways to keep itself alive","Memeticist",1,1168,358,"['brain', 'culture', 'design', 'evolution', 'meme', 'technology']",23,"https://www.ted.com/talks/susan_blackmore_on_memes_and_temes
",197,48,652,136,248,253,313,405,121,68,186,89,118,45,"confusing","OK"
"2034",2034,"We need a ""moral operating system""","Damon Horowitz",591971.2051,"06-06-2011","Damon Horowitz reviews the enormous new powers that technology gives us: to know more -- and more about each other -- than ever before. Drawing the audience into a philosophical discussion, Horowitz invites us to pay new attention to the basic philosophy -- the ethical principles -- behind the burst of invention remaking our world. Where's the moral operating system that allows us to make sense of it?","Philosopher, entrepreneur",1,978,135,"['TEDx', 'culture', 'philosophy', 'technology']",30,"https://www.ted.com/talks/damon_horowitz
",289,108,227,176,109,34,123,102,76,77,36,19,26,22,"funny","jawdrop"
"2035",2035,"Fusion is energy's future","Steven  Cowley",591595.4313,"22-12-2009","Physicist Steven Cowley is certain that nuclear fusion is the only truly sustainable solution to the fuel crisis. He explains why fusion will work -- and details the projects that he and many others have devoted their lives to, working against the clock to create a new source of energy.","Physicist ",1,594,184,"['alternative energy', 'climate change', 'energy', 'environment', 'physics']",29,"https://www.ted.com/talks/steven_cowley_fusion_is_energy_s_future
",323,179,158,69,28,12,51,12,6,119,31,49,14,2,"funny","OK"
"2036",2036,"A smog vacuum cleaner and other magical city designs","Daan Roosegaarde",590622.2528,"05-09-2017","Daan Roosegaarde uses technology and creative thinking to produce imaginative, earth-friendly designs. He presents his latest projects -- from a bike path in Eindhoven, where he reinterpreted ""The Starry Night"" to get people thinking about green energy, to Beijing, where he developed a smog vacuum cleaner to purify the air in local parks, to a dance floor that generates electricity to power a DJ booth. Check out Roosegaarde's vision for a future where creativity is our true capital.","Artist",1,738,12,"['architecture', 'art', 'cities', 'creativity', 'design', 'environment', 'future', 'innovation', 'invention', 'product design', 'public spaces', 'sustainability', 'technology']",3,"https://www.ted.com/talks/daan_roosegaarde_a_smog_vacuum_cleaner_and_other_magical_city_designs
",2,32,67,79,148,30,20,40,24,12,7,6,1,0,"unconvincing","OK"
"2037",2037,"Listening to global voices","Ethan Zuckerman",590118.3099,"15-07-2010","Sure, the web connects the globe, but most of us end up hearing mainly from people just like ourselves. Blogger and technologist Ethan Zuckerman wants to help share the stories of the whole wide world. He talks about clever strategies to open up your Twitter world and read the news in languages you don't even know.","Blogger, digital visionary",1,1185,141,"['communication', 'global issues', 'language', 'news', 'technology', 'web']",26,"https://www.ted.com/talks/ethan_zuckerman
",371,204,367,301,50,60,16,21,6,71,20,44,14,20,"funny","fascinating"
"2038",2038,"A warm embrace that saves lives","Jane Chen",590000.7155,"28-01-2010","In the developing world, access to incubators is limited by cost and distance, and millions of premature babies die each year. TED Fellow Jane Chen shows an invention that could keep millions of these infants warm -- a design that's safe, portable, low-cost and life-saving.","Social entrepreneur",1,286,144,"['TED Fellows', 'children', 'design', 'entrepreneur', 'health', 'innovation', 'invention', 'medicine']",40,"https://www.ted.com/talks/jane_chen_a_warm_embrace_that_saves_lives
",125,370,299,41,115,129,34,54,44,3,5,6,2,1,"courageous","OK"
"2039",2039,"The electricity metaphor for the web's future","Jeff Bezos",589440.2312,"10-04-2007","The dot-com boom and bust is often compared to the Gold Rush. But Amazon.com founder Jeff Bezos says it¡¯s more like the early days of the electric industry.","Online commerce pioneer",1,1031,58,"['TED Brain Trust', 'United States', 'business', 'entrepreneur', 'history', 'innovation', 'invention', 'technology', 'web']",22,"https://www.ted.com/talks/jeff_bezos_on_the_next_web_innovation
",83,14,130,66,41,24,18,267,166,93,68,66,16,16,"inspiring","courageous"
"2040",2040,"Walk the earth ... my 17-year vow of silence","John Francis",589032.9604,"05-11-2008","For almost three decades, John Francis has been a planetwalker, traveling the globe by foot and sail with a message of environmental respect and responsibility (for 17 of those years without speaking). A funny, thoughtful talk with occasional banjo.","Planet walker",1,1164,108,"['activism', 'environment', 'global issues']",28,"https://www.ted.com/talks/john_francis_walks_the_earth
",754,272,279,274,36,58,35,136,94,30,15,15,9,1,"funny","OK"
"2041",2041,"Tough truths about plastic pollution","Dianna Cohen",588981.4164,"20-10-2010","Artist Dianna Cohen shares some tough truths about plastic pollution in the ocean and in our lives -- and some thoughts on how to free ourselves from the plastic gyre.","Artist and activist",1,318,259,"['Anthropocene', 'consumerism', 'global issues', 'green', 'mission blue', 'oceans', 'plastic']",32,"https://www.ted.com/talks/dianna_cohen_tough_truths_about_plastic_pollution
",40,98,316,38,248,187,77,47,11,16,15,9,10,51,"confusing","jawdrop"
"2042",2042,"Things I've learned in my life so far","Stefan Sagmeister",588530.5517,"30-09-2008","Rockstar designer Stefan Sagmeister delivers a short, witty talk on life lessons, expressed through surprising modes of design (including ... inflatable monkeys?).","Graphic designer",1,285,41,"['art', 'design', 'education', 'happiness', 'humor', 'work']",37,"https://www.ted.com/talks/stefan_sagmeister_on_what_he_has_learned
",211,147,80,19,25,100,24,87,10,90,14,18,12,16,"funny","fascinating"
"2043",2043,"Science versus wonder?","Robin Ince",588223.5505,"19-11-2011","Does science ruin the magic of life? In this grumpy but charming monologue, Robin Ince makes the argument against. The more we learn about the astonishing behavior of the universe -- the more we stand in awe.","Comedian",1,518,160,"['comedy', 'entertainment', 'humor', 'philosophy', 'science', 'science and art', 'time']",35,"https://www.ted.com/talks/robin_ince_science_versus_wonder
",281,557,96,155,93,86,45,63,58,30,31,55,36,11,"courageous","OK"
"2044",2044,"A new museum wing ... in a giant bubble","Liz Diller",586900.7491,"01-05-2012","How do you make a great public space inside a not-so-great building? Liz Diller shares the story of creating a welcoming, lighthearted -- even, dare we say it, sexy -- addition to the Hirshhorn Museum in Washington, DC. (From The Design Studio session at TED2012, guest-curated by Chee Pearlman and David Rockwell.)","Designer",1,726,79,"['architecture', 'cities', 'creativity', 'museums']",21,"https://www.ted.com/talks/liz_diller_a_giant_bubble_for_debate
",58,26,71,51,66,52,43,25,6,36,27,22,14,10,"confusing","fascinating"
"2045",2045,"A new strategy in the war on cancer","David Agus",585047.3866,"04-02-2010","Too often, says David Agus cancer treatments have a short-sighted focus on individual cells. He suggests a new, cross-disciplinary approach, using atypical drugs, computer modeling and protein analysis to diagnose and treat the whole body.","Cancer Doctor",1,1424,171,"['cancer', 'health', 'health care', 'medicine', 'technology']",23,"https://www.ted.com/talks/david_agus_a_new_strategy_in_the_war_on_cancer
",121,118,177,52,10,42,59,44,25,31,104,34,8,1,"confusing","OK"
"2046",2046,"A short intro to the Studio School","Geoff Mulgan",584246.0314,"28-09-2011","Some kids learn by listening; others learn by doing. Geoff Mulgan gives a short introduction to the Studio School, a new kind of school in the UK where small teams of kids learn by working on projects that are, as Mulgan puts it, ""for real.""","Social commentator",1,376,155,"['creativity', 'culture', 'design', 'education', 'work']",37,"https://www.ted.com/talks/geoff_mulgan_a_short_intro_to_the_studio_school
",59,187,20,308,190,119,143,24,66,15,2,2,1,3,"beautiful","obnoxious"
"2047",2047,"Questions no one knows the answers to","Chris Anderson (TED)",583105.3054,"13-03-2012","TED curator Chris Anderson shares his obsession with questions that no one (yet) knows the answers to. A short intro leads into two questions: Why can't we see evidence of alien life? And How many universes are there?","TED Curator",1,728,428,"['Planets', 'String theory', 'TED-Ed', 'consciousness', 'cosmos', 'curiosity', 'dark matter', 'education', 'extraterrestrial life', 'math', 'mind', 'nanoscale', 'philosophy', 'physics', 'science', 'space', 'universe']",0,"https://www.ted.com/talks/questions_no_one_knows_the_answers_to
",68,489,138,167,458,107,219,52,28,44,117,38,93,76,"courageous","fascinating"
"2048",2048,"A flight on solar wings","Paul MacCready",582203.6457,"26-09-2007","Paul MacCready -- aircraft designer, environmentalist, and lifelong lover of flight -- talks about his long career.","Engineer",1,1280,29,"['alternative energy', 'business', 'design', 'drones', 'energy', 'flight', 'invention', 'solar energy', 'technology']",20,"https://www.ted.com/talks/paul_maccready_flies_on_solar_wings
",140,111,111,148,70,165,18,31,12,13,13,31,34,3,"longwinded","OK"
"2049",2049,"Information is food","JP Rangaswami",581668.5429,"09-05-2012","How do we consume data? At TED@SXSWi, technologist JP Rangaswami muses on our relationship to information, and offers a surprising and sharp insight: we treat it like food.","Technologist",1,488,92,"['data', 'philosophy']",31,"https://www.ted.com/talks/jp_rangaswami_information_is_food
",201,110,150,145,178,168,85,31,19,20,55,10,13,8,"funny","OK"
"2050",2050,"Tracking ancient diseases using ... plaque","Christina Warinner",577719.8805,"21-04-2012","Imagine what we could learn about diseases by studying the history of human disease, from ancient hominids to the present. But how? TED Fellow Christina Warinner is an achaeological geneticist, and she's found a spectacular new tool -- the microbial DNA in fossilized dental plaque.","Archaeological geneticist",1,331,53,"['TED Fellows', 'ancient world', 'anthropology', 'bacteria', 'biology', 'disease', 'evolution', 'food', 'genetics', 'health', 'history', 'innovation', 'medicine', 'paleontology', 'science']",30,"https://www.ted.com/talks/christina_warinner_tracking_ancient_diseases_using_plaque
",136,174,224,52,66,25,24,13,8,3,9,9,8,4,"confusing","ingenious"
"2051",2051,"And now, the real news","Kirk Citron",577666.6668,"01-04-2010","How many of today's headlines will matter in 100 years? 1000? Kirk Citron's ""Long News"" project collects stories that not only matter today, but will resonate for decades -- even centuries -- to come. At TED2010, he highlights recent headlines with the potential to shape our future.","Media expert ",1,201,137,"['future', 'global issues', 'media', 'news', 'science']",41,"https://www.ted.com/talks/kirk_citron_and_now_the_real_news
",230,62,207,261,56,7,43,23,84,117,13,17,13,2,"beautiful","OK"
"2052",2052,"Why did I ski to the North Pole?","Ben Saunders",574905.1812,"25-10-2006","Arctic explorer Ben Saunders recounts his harrowing solo ski trek to the North Pole, complete with engaging anecdotes, gorgeous photos and never-before-seen video.","Arctic explorer",1,1083,57,"['climate change', 'culture', 'exploration', 'global issues', 'personal growth', 'potential', 'sports', 'technology', 'travel']",26,"https://www.ted.com/talks/ben_saunders_skis_to_the_north_pole
",80,274,44,18,44,288,124,74,20,22,7,7,10,1,"longwinded","OK"
"2053",2053,"Meet BRCK, Internet access built for Africa","Juliana Rotich",574542.6921,"19-06-2013","Tech communities are booming all over Africa, says Nairobi-based Juliana Rotich, cofounder of the open-source software Ushahidi. But it remains challenging to get and stay connected in a region with frequent blackouts and spotty Internet hookups. So Rotich and friends developed BRCK, offering resilient connectivity for the developing world. 
","Tech entrepreneur",1,573,114,"['Africa', 'TED Fellows', 'business', 'technology']",30,"https://www.ted.com/talks/juliana_rotich_meet_brck_internet_access_built_for_africa
",107,97,45,91,22,9,18,20,7,5,8,1,4,1,"funny","jawdrop"
"2054",2054,"Time to end the war in Afghanistan","Rory Stewart",574207.4139,"25-07-2011","British MP Rory Stewart walked across Afghanistan after 9/11, talking with citizens and warlords alike. Now, a decade later, he asks: Why are Western and coalition forces still fighting there? He shares lessons from past military interventions that worked -- Bosnia, for instance -- and shows that humility and local expertise are the keys to success.","Politician",1,1202,212,"['Foreign Policy', 'Middle East', 'global issues', 'military', 'peace', 'war']",31,"https://www.ted.com/talks/rory_stewart_time_to_end_the_war_in_afghanistan
",521,210,181,316,113,48,38,11,50,14,14,20,9,4,"funny","OK"
"2055",2055,"There are no mistakes on the bandstand","Stefon Harris",574142.2243,"10-12-2011","What is a mistake? By talking through examples with his improvisational Jazz quartet, Stefon Harris walks us to a profound truth: many actions are perceived as mistakes only because we don't react to them appropriately.","Jazz vibraphonist",1,791,113,"['culture', 'entertainment', 'jazz', 'music']",30,"https://www.ted.com/talks/stefon_harris_there_are_no_mistakes_on_the_bandstand
",70,229,143,279,37,60,61,34,12,8,8,8,3,12,"beautiful","obnoxious"
"2056",2056,"A realistic vision for world peace","Jody Williams",573622.6268,"11-01-2011","Nobel Peace laureate Jody Williams brings tough love to the dream of world peace, with her razor-sharp take on what ""peace"" really means, and a set of profound stories that zero in on the creative struggle -- and sacrifice -- of those who work for it.","Nobel peace laureate",1,652,205,"['activism', 'global issues', 'humanity', 'nuclear weapons', 'peace']",32,"https://www.ted.com/talks/jody_williams_a_realistic_vision_for_world_peace
",375,220,49,172,121,81,57,33,13,32,11,82,15,15,"funny","persuasive"
"2057",2057,"My journey into movies that matter","Jeff Skoll",573576.6913,"22-08-2007","Film producer Jeff Skoll (An Inconvenient Truth) talks about his film company, Participant Productions, and the people who've inspired him to do good.","Producer",1,931,49,"['business', 'entertainment', 'film', 'global issues', 'movies', 'philanthropy', 'social change']",23,"https://www.ted.com/talks/jeff_skoll_makes_movies_that_make_change
",91,412,75,137,37,31,42,52,40,83,64,19,25,7,"courageous","OK"
"2058",2058,"How I swam the North Pole","Lewis Pugh",573430.1698,"09-09-2009","Lewis Pugh talks about his record-breaking swim across the North Pole. He braved the icy waters (in a Speedo) to highlight the melting icecap. Watch for astonishing footage -- and some blunt commentary on the realities of supercold-water swims.","Coldwater swimmer",1,1133,110,"['adventure', 'climate change', 'science', 'sports']",23,"https://www.ted.com/talks/lewis_pugh_swims_the_north_pole
",208,328,342,36,91,22,25,14,33,8,17,50,17,0,"confusing","OK"
"2059",2059,"The year open data went worldwide","Tim Berners-Lee",572994.5697,"08-03-2010","At TED2009, Tim Berners-Lee called for ""raw data now"" -- for governments, scientists and institutions to make their data openly available on the web. At TED University in 2010, he shows a few of the interesting results when the data gets linked up.","Inventor",1,333,90,"['Internet', 'computers', 'statistics', 'visualizations', 'web']",33,"https://www.ted.com/talks/tim_berners_lee_the_year_open_data_went_worldwide
",278,219,171,144,19,87,89,31,14,29,11,9,7,4,"funny","OK"
